State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
"ENUGU ",IGBO-ETITI,14070196,"COMMUNITY SECONDARY SCHOOL, OHODO","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ANINRI,14010231,"COMMUNITY SECONDARY SCHOOL, OHOFIA ODUMA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070363,"COMMUNITY SECONDARY SCHOOL, OKIAMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030780S,"COMMUNITY SECONDARY SCHOOL, OKO-BAALE (COMBINED)","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,BRASS,6010127,"COMMUNITY SECONDARY SCHOOL, OKPOAMA","Senior Secondary",PUBLIC,"JSS AND SSS"
Ebonyi,Abakaliki,11010329,"Community Secondary School, Okpuitumo","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070364,"COMMUNITY SECONDARY SCHOOL, OLUGBOBORO (SENOR)","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDENU,14150278,"COMMUNITY SECONDARY SCHOOL, ORBA","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,KOGI,22110921,"COMMUNITY SECONDARY SCHOOL, OREHI","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,SAGBAMA,6060186,"COMMUNITY SECONDARY SCHOOL, OSEKWENIKE .","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,EZZA-NORTH,11050205,"COMMUNITY SECONDARY SCHOOL, OSHIEGBE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-ETITI,14070197,"COMMUNITY SECONDARY SCHOOL, OZALLA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070365,"COMMUNITY SECONDARY SCHOOL, OZEZEBIRI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070366,"COMMUNITY SECONDARY SCHOOL, PEREMABIRI (SENOR)","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020161,"COMMUNITY SECONDARY SCHOOL, PERETORUGBBENE .","Senior Secondary",PUBLIC,"JSS AND SSS"
Ebonyi,Onicha,11130214,"Community Secondary School, Public","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081335,"COMMUNITY SECONDARY SCHOOL, SWALI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SAGBAMA,6060187,"COMMUNITY SECONDARY SCHOOL, TORU ANGIAMA .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,EKEREMOR,6020200,"COMMUNITY SECONDARY SCHOOL, TORUGBENE","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",NKANU-EAST,14110168,"COMMUNITY SECONDARY SCHOOL, UBAHU","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-NORTH,14080411,"COMMUNITY SECONDARY SCHOOL, UDA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",AWGU,14020231,"COMMUNITY SECONDARY SCHOOL, UGBO-OKPALA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ENUGU-EAST,14030723,"COMMUNITY SECONDARY SCHOOL, UGWOGO NIKE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ENUGU-SOUTH,14050431,"COMMUNITY SECONDARY SCHOOL, UGWUAJI AWKUNANAW","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",OJI-RIVER,14140205,"COMMUNITY SECONDARY SCHOOL, UGWUOBA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UZO-UWANI,14170169,"COMMUNITY SECONDARY SCHOOL, UKPATA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-NORTH,14080412,"COMMUNITY SECONDARY SCHOOL, UMUAGAMA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ISI-UZO,14100208,"COMMUNITY SECONDARY SCHOOL, UMUALOR","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",ISI-UZO,14100209,"COMMUNITY SECONDARY SCHOOL, UMUHU","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",UDI,14160366,"COMMUNITY SECONDARY SCHOOL, UMULUMGBE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-ETITI,14070198,"COMMUNITY SECONDARY SCHOOL, UMUNA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDENU,14150279,"COMMUNITY SECONDARY SCHOOL, UMUNDU","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",IGBO-ETITI,14070199,"COMMUNITY SECONDARY SCHOOL, UMUNKO","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-NORTH,14080413,"COMMUNITY SECONDARY SCHOOL, UMUOGBO-AGU","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-NORTH,14080414,"COMMUNITY SECONDARY SCHOOL, UMUOPU","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-SOUTH,14090160,"COMMUNITY SECONDARY SCHOOL, UNADU","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-WEST,14120229,"COMMUNITY SECONDARY SCHOOL,AMURRI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,BRASS,6010134,"COMMUNITY SECONDARY SCHOOL,BELETEMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070367,"COMMUNITY SECONDARY SCHOOL,BOLOUO-AGUOBIRI .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070368,"COMMUNITY SECONDARY SCHOOL,FOROPA .","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-EAST,14110177,"COMMUNITY SECONDARY SSCHOOL, ISIGWE UGBAWKA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ANINRI,14010238,"COMMUNITY SECONDARYT SCHOOL OBEAGU ODUMA","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","ATIBA                         ",1310330006,"COMMUNITY SENIOR HIGH SCHOOL OKE- OLOLA OYO                                                         ","Senior Secondary",PUBLIC,"SSS ONLY"
BAUCHI,BAUCHI,1050230030,"COMMUNITY SENIOR SECONDARY SCHOOL ZUNGUR KOGI","Senior Secondary",PRIVATE,PRIVATE
KWARA,"OKE ERO",2414091130,"COMMUNITY SENIOR SECONDARY SCHOOL, EGOSI ILE","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","ATIBA                         ",1310330007,"COMMUNITY SEONDARY SCHOOL, LAGUNNA OYO                                                              ","Senior Secondary",PUBLIC,"JSS AND SSS"
NIGER,"LAVUN                         ",2713026161,"COMMUNITY TECHNICAL & COMMERCIAL COLLEGE, VUNCHI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,BOGORO,1050340024,"COMMUNITY VOCATIONAL SECONDARY SCHOOL GYARA","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","AKINYELE                      ",1310230025,"COMMUNITY. HIGH SCHOOL. PADE                                                                        ","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",IGBO-EZE-SOUTH,14090153,"COMMUNITY.SECONDARY.SCHOOL. IHEAKPU-AWKA","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,KOGI,22110955,"COMMUNITY?SECONDARY?SCHOOL, OMOKO","Senior Secondary",PRIVATE,PRIVATE
OSUN,ATAKUMOSA-WEST,29020022S,"COMMUNITYUNITYUNITY HIGH SCHOOL, ILAA IJESA","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",AWGU,14020232,"COMMUNTIY SECONDARY SCHOOL, NKWE","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070369,"COMMUNUTY SECONDARY SCHOOL, KOLUAMA 2","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","EGBEDA                        ",1310530006,"COMMUUITY HIGH SCHOOL EGBEDA IBADAN                                                                 ","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,ONICHA,11130190,"COMP.  SECONDARY SCHOOL OKUZZU","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,ONICHA,11130273,"COMP.  SECONDARY SCHOOL OSHIRI","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",IGBO-EZE-NORTH,14080415,"COMPEREHENSIVE HIGH SCHOOL EZEAKU INYI","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,EZZA-NORTH,11050204,"COMPR.  SEC. SCHOOL ORIUZOR","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,OHAOZARA,11110125,"COMPR. SS UGWULANGWU","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070370,"COMPREHENSIVE HIGH SCHOOL AZUZUAMA .","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,"YAGBA WEST",22210302,"COMPREHENSIVE HIGH SCHOOL ODO-ERE","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,KABBA/BUNU,22100435,"COMPREHENSIVE HIGH SCHOOL OKEOFFIN BUNU","Senior Secondary",PUBLIC,"JSS AND SSS"
EDO,AKOKO-EDO,12010199P,"Comprehensive High School Senior Igarra","Senior Secondary",PUBLIC,"SSS ONLY"
EKITI,IKOLE,EK13130185,"COMPREHENSIVE HIGH SCHOOL, IJESA ISU EKITI","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","ATISBO                        ",1310430004,"COMPREHENSIVE HIGH SCHOOL, IRAWO                                                                    ","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,"IJERO ",EK13130148,"COMPREHENSIVE HIGH SCHOOL, ODO OWA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDI,14160367,"COMPREHENSIVE HIGH SCHOOL, UKANA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",AWGU,14020233,"COMPREHENSIVE HIGH, SCHOOL OGUGU","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,IZZI,11100302,"Comprehensive secondary school  Ndinwamgba","Senior Secondary",PUBLIC,"JSS AND SSS"
Ebonyi,Abakaliki,11010332,"Comprehensive Secondary School Akpe Amachi","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,AFIKPO-NORTH,11020249,"COMPREHENSIVE SECONDARY SCHOOL AMASIRI ","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",AWGU,14020250,"COMPREHENSIVE SECONDARY SCHOOL EZERE","Senior Secondary",PUBLIC,"JSS AND SSS"
Ebonyi,Abakaliki,11010336,"Comprehensive Secondary School Ndiebor Amachi","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-EAST,14110178,"COMPREHENSIVE SECONDARY SCHOOL UMUODE ","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,AFIKPO-NORTH,11020238,"COMPREHENSIVE SECONDARY SCHOOL UNWANA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-WEST,14120230,"COMPREHENSIVE SECONDARY SCHOOL, AKPASHA AWKUNANAW","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ENUGU-SOUTH,14050432,"COMPREHENSIVE SECONDARY SCHOOL, AKWUKE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-ETITI,14070201,"COMPREHENSIVE SECONDARY SCHOOL, DIOGBE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-EAST,14110171,"COMPREHENSIVE SECONDARY SCHOOL, EZIAMA AMECHI IDODO","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-EAST,14110172,"COMPREHENSIVE SECONDARY SCHOOL, MBULU, OWO","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NSUKKA,14130547,"COMPREHENSIVE SECONDARY SCHOOL, OPI","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,IPOKIA,27120240,"CONFIDENCE SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,YENAGOA,6080103,"CONQUEROR ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27051340,"CONSCIENCE MODEL ACADEMY, AREPO IJOKO","Senior Secondary",PRIVATE,PRIVATE
OGUN,IKENNE,27100062,"CORNERSTONE ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031019,"CORONA SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
"ENUGU ",OJI-RIVER,14140212,"CORPUS CHRISTI COLLEGE ACHI/BOYS SEC SCH ACHI","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27031020,"COUNTY COLLEGE ","Senior Secondary",PRIVATE,PRIVATE
OGUN,SAGAMU,27180212,"COVELIGHT SECONDARY SCHOOL, OGIJO","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132576,"COVENANT  COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,"YEWA NORTH",27190343,"COVENANT COLLEGE, OJA ODAN","Senior Secondary",PRIVATE,PRIVATE
OGUN,"YEWA SOUTH",27200436,"COVENANT MODEL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
KANO,"TUDUN WADA",20Twdss012,"CQS TUDUN WADA","Senior Secondary",PUBLIC,"JSS AND SSS"
TARABA,WUKARI,34140401,"CRCN MODEL NURSERY AND PRIMARY SCHOOL                                                       ","Senior Secondary",PRIVATE,PRIVATE
OGUN,SAGAMU,27181131,"CREATIVE LEGENDS' WAY SCHOOL, OGIJO","Senior Secondary",PRIVATE,PRIVATE
FCT,AMAC,37060897,"CRESCENT PEARLS   INTEGRATED SCHOOL","Senior Secondary",PRIVATE,PRIVATE
Nasarawa,KARU,25040180,"CREST INTERNATIONAL SCHOOLS, MARARABA","Senior Secondary",PRIVATE,PRIVATE
PLATEAU,JOS-NORTH,31051012,"Crown Basic Great Academy farin gada","Senior Secondary",PRIVATE,PRIVATE
OGUN,"IJEBU ODE",27090494,"CROWN FITS US COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132577,"CROWN OF GLORY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
KOGI,"LOKOJA ",22121802,"CROWTHER MEMORIAL COLLEGE LOKOJA","Senior Secondary",PUBLIC,"SSS ONLY"
Delta,UVWIE,10220080,"CROYDON HILLS  SCHOOLS","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132578,"CRYSTAL MINDS COLLEGE","Senior Secondary",PRIVATE,PRIVATE
EBONYI,Ezza-South,11060199,"CSS Acharaukwu Nsokkara","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,EZZA-SOUTH,11060186,"CSS Amana","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,EZZA-SOUTH,11060185,"CSS Amuzu","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,Ezza-North,11050229,"CSS Ekwetekwe Umuezeoka","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,EZZA-SOUTH,11060176,"CSS Izzikworo","Senior Secondary",PUBLIC,"JSS AND SSS"
Edo,Ikpoba-Okha,12110468,"CTM SUCCESS EDUCATION SCHOOL ","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031140,"D-IVY COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031141,"D-LEAD COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OSUN,ORIADE,29280174S,"D. T. C GRAMMAR SCHOOL, IJEBU-JESA","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27031036,"D.U.A ACADEMY ","Senior Secondary",PRIVATE,PRIVATE
EDO,"ETSAKO EAST",12080123,"DA'WAH FRONTIERS ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OSUN,ORIADE,29280053S,"DAGBAJA COMMUNITY  JUNIOR SCHOOL, DAGBAJA","Senior Secondary",PUBLIC,"JSS AND SSS"
EDO,AKOKO-EDO,12010187,"DAGBALA SECONDARY SCHOOL DAGBALA","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,IKOLE,EK13130492,"DAGLORE MODEL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240128,"DAIFUTUL MANSURA ACADEMIC","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031037,"DALOS COLLEGE OTA","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240284,"DAN BALA MEMORIAL ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031041,"DANBOL COLLEGE, ANISERE SANGO-OTA","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240121,"DANFODIO ISLAMIC DAY SECHOOL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
GOMBE,GOMBE,1160640073,"DARUL ARQAM ACADEMY","Senior Secondary",PRIVATE,PRIVATE
TARABA,TAKUM,34120566,"DARUL ARQAM ACADEMY NURSERY AND PRIMARY ","Senior Secondary",PRIVATE,PRIVATE
KOGI,AJAOKUTA,22020176,"DARUL ARQAM BASIC ISLAMIC SCHOOL ADOGO ACHAGANA AJAOKUTA","Senior Secondary",PRIVATE,PRIVATE
NIGER,CHANCHAGA,26060029a,"DARUL ARQAM ISLAMIC SCHOOL","Senior Secondary",PRIVATE,PRIVATE
TARABA,WUKARI,34140621,"DARUL ARQAM ISLAMIYA SCHOOL WUKARI ","Senior Secondary",PRIVATE,PRIVATE
TARABA,GASHAKA,34040217,"DARUL HUDA                                                                                          ","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240018,"DARUL-ARQAM ISLAMIC SCHOOL","Senior Secondary",PRIVATE,PRIVATE
GOMBE,GOMBE,1160640068,"DARUL-QUR'AN ISLAMIYYA NUR/PRI SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240062,"DARUS-SALAM SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
PLATEAU,JOS-SOUTH,31060689,"DASTU COMPREHENSIVE ACADEMY MUNCHOGOPYENG","Senior Secondary",PRIVATE,PRIVATE
KOGI,BASSA,22040932,"DAUGHTER OF MARY MOTHER OF MERCY SECONDARY SCHOOL, OGUMA","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132580,"DAVEBROOK PRIVATE SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240019,"DAWAKI CENTRE FOR ARABIC AND ISLAMIC STUDIES","Senior Secondary",PRIVATE,PRIVATE
NIGER,"SHIRORO                       ",2722036161,"DAY SECONDARY SCHOOL GURMANA","Senior Secondary",PUBLIC,"JSS AND SSS"
NIGER,"MARIGA                        ",2715016161,"DAY SECONDARY SCHOOL MARIGA","Senior Secondary",PUBLIC,"SSS ONLY"
NIGER,"LAVUN                         ",2713050161,"DAY SECONDARY SCHOOL PANTI","Senior Secondary",PUBLIC,"SSS ONLY"
NIGER,"AGAIE                         ",2701021161,"DAY SECONDARY SCHOOL, KUTIRIKO","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,"ABEOKUTA NORTH",27010320,"DAYSPRING COLLEGE ","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27051350,"DE  GENIUS TALENTS COLLEGE, AGBADO","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27051352,"DE - UNITHEO COLLEGE, SOLU TOWN IFO","Senior Secondary",PRIVATE,PRIVATE
Nasarawa,KARU,25040196,"DE ANGELS ACADEMY, MASAKA","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240129,"DE WISDOM INTERNATIONALL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,SAGAMU,27181239,"DE- ACHIEVERS COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031060,"DE-BEST GLORYLAND COLLEGE ","Senior Secondary",PRIVATE,PRIVATE
KOGI,OKEHI,22160970,"DE-BEST HOPE COLLEGE, OBOROKE-IHIMA","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031062,"DE-DIVINE FAVOUR ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031076,"DE-GENIUS OLIVET COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27051363,"DE-GLORIOUS PRINCE AND PRINCESS COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132584,"DE-GRANDS COLLEGE, ORIMERUNMU","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",271302770,"DE-LAUREL MODEL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27050627,"DE-LORD?S HERITAGE NURSERY AND PRIMARY SCHOOL, AKUTE","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031088,"DE-MASTERS HEIGHT COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,SAGAMU,27181372,"DE-POTTER?S HOUSE NURSERY &PRIMARY NURSERY AND PRIMARY  SCHOOL, OGIJO ","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240285,"DEE CODDLE PRIVATE SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,YENAGOA,6080116,"DEEPER LIFE HIGH   SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132583,"DEEPER LIFE HIGH SCHOOL, MOWE , OGUN STATE","Senior Secondary",PRIVATE,PRIVATE
FCT,BWARI,37020772,"DEGRACIA MODEL SCHOOL DUTSE-ALHAJI","Senior Secondary",PRIVATE,PRIVATE
KOGI,DEKINA,22050495,"DEKINA DIVISIONAL SECONDARY SCHOOL","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,ADO-ODO/OTA,27031086,"DELOT NURSERY AND PRIMARY SCHOOL ILOGBO OTA","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031087,"DELOT SECONDARY SCHOOL, ILOGBO OTA","Senior Secondary",PRIVATE,PRIVATE
ZAMFARA,GUSAU,36010236,"DEMO PRIVATE SCHOOL","Senior Secondary",PRIVATE,PRIVATE
ZAMFARA,GUSAU,36010288,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36010279,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36010286,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"SSS ONLY"
ZAMFARA,GUSAU,36010280,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36010277,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36010292,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36010282,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"SSS ONLY"
ZAMFARA,GUSAU,36010290,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"SSS ONLY"
ZAMFARA,GUSAU,36010284,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"SSS ONLY"
ZAMFARA,GUSAU,36010285,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36010283,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"SSS ONLY"
ZAMFARA,GUSAU,36010287,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36010289,"DEMO SSS SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,KATAGUM,1051240006,"DEMONSTRATION PRIMARY AND SECODANRY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,MISAU,1051440045,"DEMONSTRATION PRIMARY AND SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27050631,"DENIZ FOUNDATION SCHOOL, DALEMO","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132585,"DENNIS COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132586,"DEO LES PATH-FINDERS COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031102,"DESTINY MODEL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
Edo,Ikpoba-Okha,12110477,"Destiny Shapers Academy","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031105,"DETIP NURSERY AND PRIMARY SCHOOL,ATAN","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27051373,"DEVINE FAVOUR COLLEGE, ORILE IFO","Senior Secondary",PRIVATE,PRIVATE
JIGAWA,DUTSE,1806189250,"DEVINE MERCY NURSERY AND PARIMARY","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031111,"DHAPNIKS COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031112,"DHAPNIKS NURSERY & PRIMARY SCHOOL, IJAGBA EST, OOFF LAFENWA OTA","Senior Secondary",PRIVATE,PRIVATE
Nasarawa,KARU,25041276,"DIABAS DIVINE STARS ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27131127,"DIAMONDVILLE COMPREHENSIVE HIGH SCHOOL","Senior Secondary",PRIVATE,PRIVATE
Edo,Ikpoba-Okha,12110542,"Divine Assurance International School ","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031117,"DIVINE COMMANDO COLLEGE","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,YENAGOA,6081002,"DIVINE COVENANT ACADEMY IGBOGENE","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031118,"DIVINE CREATIONS COLLEGE","Senior Secondary",PRIVATE,PRIVATE
KOGI,ADAVI,22010947,"Divine Destiny academy, Zariagi kabba junction","Senior Secondary",PRIVATE,PRIVATE
KOGI,LOKOJA,22120079,"DIVINE FAVOUR ACADEMY","Senior Secondary",PRIVATE,PRIVATE
TARABA,WUKARI,34140405,"DIVINE FAVOUR ACADEMY NURSERY AND PRIMARY SCHOOL WUKARI                                             ","Senior Secondary",PRIVATE,PRIVATE
EDO,OREDO,12120414,"Divine Favour Global School","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,YENAGOA,6081003,"DIVINE FIRE FOUNDATION INTERNATIONAL ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27031121,"DIVINE FULFILMENT COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27131228,"DIVINE GIFT HIGH SCHOOL, MOWE, OGUN STATE","Senior Secondary",PRIVATE,PRIVATE
